paper_id,title,topic,topic_type,source,evidence,confidence,tfidf_score,doc_frequency
paper97,Compared to What? Baselines and Metrics for Counterfactual Prompting,Hallucination Detection,controlled,controlled_abstract,faithfulness,0.82,,
paper97,Compared to What? Baselines and Metrics for Counterfactual Prompting,Safety and Bias,controlled,controlled_abstract,bias,0.82,,
paper98,A Theoretical Game of Attacks via Compositional Skills,Large Language Models,controlled,controlled_abstract,llm,0.82,,
paper98,A Theoretical Game of Attacks via Compositional Skills,Prompt Engineering,controlled,controlled_abstract,prompting,0.82,,
paper98,A Theoretical Game of Attacks via Compositional Skills,Safety and Bias,controlled,controlled_abstract,alignment,0.82,,
paper99,"Psychologically Potent, Computationally Invisible: LLMs Generate Social-Comparison Triggers They Fail to Detect",Large Language Models,controlled,controlled_title,llms,0.95,,
paper99,"Psychologically Potent, Computationally Invisible: LLMs Generate Social-Comparison Triggers They Fail to Detect",LLM Evaluation,controlled,controlled_abstract,benchmark,0.82,,
paper100,CLEAR: Revealing How Noise and Ambiguity Degrade Reliability in LLMs for Medicine,Large Language Models,controlled,controlled_title,llms,0.95,,
paper100,CLEAR: Revealing How Noise and Ambiguity Degrade Reliability in LLMs for Medicine,Reasoning,controlled,controlled_abstract,reasoning,0.82,,
paper101,AI News_full_draft_for_arXiv,Large Language Models,controlled,controlled_abstract,llm,0.82,,
paper102,Model Organisms Are Leaky: Perplexity Differencing Often Reveals Finetuning Objectives,Large Language Models,controlled,controlled_abstract,large language models,0.82,,
paper102,Model Organisms Are Leaky: Perplexity Differencing Often Reveals Finetuning Objectives,Safety and Bias,controlled,controlled_abstract,alignment,0.82,,
paper103,DIAGRAMS: A Review Framework for Reasoning-Level Attribution in Diagram QA,Question Answering,controlled,controlled_title,qa,0.95,,
paper103,DIAGRAMS: A Review Framework for Reasoning-Level Attribution in Diagram QA,Reasoning,controlled,controlled_title,reasoning,0.95,,
paper104,H-Probes: Extracting Hierarchical Structures From Latent Representations of Language Models,Large Language Models,controlled,controlled_abstract,large language models,0.82,,
paper104,H-Probes: Extracting Hierarchical Structures From Latent Representations of Language Models,Reasoning,controlled,controlled_abstract,reasoning,0.82,,
paper105,SpecKV: Adaptive Speculative Decoding with Compression-Aware Gamma Selection,Large Language Models,controlled,controlled_abstract,llm,0.82,,
paper105,SpecKV: Adaptive Speculative Decoding with Compression-Aware Gamma Selection,Speculative Decoding,discovered,extracted_keyphrase,speculative decoding,0.76,0.428,3.0
paper105,SpecKV: Adaptive Speculative Decoding with Compression-Aware Gamma Selection,Acceptance Rates,discovered,extracted_keyphrase,acceptance rates,0.69,0.151,2.0
paper105,SpecKV: Adaptive Speculative Decoding with Compression-Aware Gamma Selection,Empirical Evidence,discovered,extracted_keyphrase,empirical evidence,0.69,0.151,2.0
paper105,SpecKV: Adaptive Speculative Decoding with Compression-Aware Gamma Selection,Decoding Accelerates,discovered,extracted_keyphrase,decoding accelerates,0.69,0.151,2.0
paper105,SpecKV: Adaptive Speculative Decoding with Compression-Aware Gamma Selection,Candidate Tokens,discovered,extracted_keyphrase,candidate tokens,0.69,0.1427,3.0
paper106,FunFuzz: An LLM-Powered Evolutionary Fuzzing Framework,Large Language Models,controlled,controlled_title,llm,0.95,,
paper106,FunFuzz: An LLM-Powered Evolutionary Fuzzing Framework,Evolutionary Fuzzing,discovered,extracted_keyphrase,evolutionary fuzzing,0.72,0.4624,1.0
paper106,FunFuzz: An LLM-Powered Evolutionary Fuzzing Framework,Llm Driven,discovered,extracted_keyphrase,llm driven,0.69,0.2782,2.0
paper106,FunFuzz: An LLM-Powered Evolutionary Fuzzing Framework,High Value,discovered,extracted_keyphrase,high value,0.69,0.1541,2.0
paper106,FunFuzz: An LLM-Powered Evolutionary Fuzzing Framework,Achieves Higher,discovered,extracted_keyphrase,achieves higher,0.69,0.1541,2.0
paper106,FunFuzz: An LLM-Powered Evolutionary Fuzzing Framework,Evalu Ate,discovered,extracted_keyphrase,evalu ate,0.69,0.1457,3.0
paper107,When Audio-Language Models Fail to Leverage Multimodal Context for Dysarthric Speech Recognition,Prompt Engineering,controlled,controlled_abstract,prompting,0.82,,
paper107,When Audio-Language Models Fail to Leverage Multimodal Context for Dysarthric Speech Recognition,Fine-Tuning,controlled,controlled_abstract,fine tuning,0.82,,
paper107,When Audio-Language Models Fail to Leverage Multimodal Context for Dysarthric Speech Recognition,LLM Evaluation,controlled,controlled_abstract,evaluation benchmark,0.82,,
paper108,Mitigating Misalignment Contagion by Steering with Implicit Traits,Safety and Bias,controlled,controlled_abstract,alignment,0.82,,
paper108,Mitigating Misalignment Contagion by Steering with Implicit Traits,Misalignment Contagion,discovered,extracted_keyphrase,misalignment contagion,0.72,0.5554,1.0
paper108,Mitigating Misalignment Contagion by Steering with Implicit Traits,Multi Agent,discovered,extracted_keyphrase,multi agent,0.69,0.2794,7.0
paper108,Mitigating Misalignment Contagion by Steering with Implicit Traits,Multi Turn,discovered,extracted_keyphrase,multi turn,0.69,0.2794,7.0
paper108,Mitigating Misalignment Contagion by Steering with Implicit Traits,Increasingly Com,discovered,extracted_keyphrase,increasingly com,0.69,0.1718,2.0
paper108,Mitigating Misalignment Contagion by Steering with Implicit Traits,Anti Social,discovered,extracted_keyphrase,anti social,0.69,0.1718,2.0
paper109,Foundation Models to Unlock Real-World Evidence from Nationwide Medical Claims,Large Language Models,controlled,controlled_title,foundation models,0.95,,
paper109,Foundation Models to Unlock Real-World Evidence from Nationwide Medical Claims,Unlock Real World,discovered,extracted_keyphrase,unlock real world,0.72,0.1123,1.0
paper110,PubMed-Ophtha: An open resource for training ophthalmology vision-language models on scientific literature,Large Language Models,controlled,controlled_abstract,llm,0.82,,
paper110,PubMed-Ophtha: An open resource for training ophthalmology vision-language models on scientific literature,Question Answering,controlled,controlled_abstract,question answering,0.82,,
paper111,GRAIL: A Deep-Granularity Hybrid Resonance Framework for Real-Time Agent Discovery via SLM-Enhanced Indexing,Large Language Models,controlled,controlled_abstract,llm,0.82,,
paper111,GRAIL: A Deep-Granularity Hybrid Resonance Framework for Real-Time Agent Discovery via SLM-Enhanced Indexing,Dense Retrieval,controlled,controlled_abstract,dense retrieval,0.82,,
paper111,GRAIL: A Deep-Granularity Hybrid Resonance Framework for Real-Time Agent Discovery via SLM-Enhanced Indexing,Hybrid Search,controlled,controlled_abstract,hybrid retrieval,0.82,,
paper112,Shadow-Loom: Causal Reasoning over Graphical World Model of Narratives,Reasoning,controlled,controlled_title,reasoning,0.95,,
paper112,Shadow-Loom: Causal Reasoning over Graphical World Model of Narratives,Large Language Models,controlled,controlled_abstract,large language models,0.82,,
paper113,Measuring AI Reasoning: A Guide for Researchers,Reasoning,controlled,controlled_title,reasoning,0.95,,
paper113,Measuring AI Reasoning: A Guide for Researchers,Final Answer Accuracy,discovered,extracted_keyphrase,final answer accuracy,0.69,0.4119,2.0
paper113,Measuring AI Reasoning: A Guide for Researchers,Reasoning Traces,discovered,extracted_keyphrase,reasoning traces,0.69,0.3893,3.0
paper113,Measuring AI Reasoning: A Guide for Researchers,Answer Accuracy,discovered,extracted_keyphrase,answer accuracy,0.69,0.3718,3.0
paper113,Measuring AI Reasoning: A Guide for Researchers,Final Answer,discovered,extracted_keyphrase,final answer,0.69,0.3718,4.0
paper113,Measuring AI Reasoning: A Guide for Researchers,Input Dependent,discovered,extracted_keyphrase,input dependent,0.69,0.206,2.0
paper114,The Compliance Trap: How Structural Constraints Degrade Frontier AI Metacognition Under Adversarial Pressure,Safety and Bias,controlled,controlled_abstract,safety,0.82,,
paper114,The Compliance Trap: How Structural Constraints Degrade Frontier AI Metacognition Under Adversarial Pressure,Reasoning,controlled,controlled_abstract,reasoning,0.82,,
paper115,Fight Poison with Poison: Enhancing Robustness in Few-shot Machine-Generated Text Detection with Adversarial Training,Low-Resource NLP,controlled,controlled_title,few shot,0.95,,
paper115,Fight Poison with Poison: Enhancing Robustness in Few-shot Machine-Generated Text Detection with Adversarial Training,Retrieval-Augmented Generation,controlled,controlled_abstract,rag,0.82,,
paper115,Fight Poison with Poison: Enhancing Robustness in Few-shot Machine-Generated Text Detection with Adversarial Training,Embeddings,controlled,controlled_abstract,representation learning,0.82,,
paper116,Zero-Shot Confidence Estimation for Small LLMs: When Supervised Baselines Aren't Worth Training,Large Language Models,controlled,controlled_title,llms,0.95,,
paper116,Zero-Shot Confidence Estimation for Small LLMs: When Supervised Baselines Aren't Worth Training,Low-Resource NLP,controlled,controlled_title,zero shot,0.95,,
paper117,"Perturbation Dose Responses in Recursive LLM Loops: Raw Switching, Stochastic Floors, and Persistent Escape under Append, Replace, and Dialog Updates",Large Language Models,controlled,controlled_title,llm,0.95,,
paper117,"Perturbation Dose Responses in Recursive LLM Loops: Raw Switching, Stochastic Floors, and Persistent Escape under Append, Replace, and Dialog Updates",Append Replace,discovered,extracted_keyphrase,append replace,0.72,0.1684,1.0
paper117,"Perturbation Dose Responses in Recursive LLM Loops: Raw Switching, Stochastic Floors, and Persistent Escape under Append, Replace, and Dialog Updates",Persistent Escape,discovered,extracted_keyphrase,persistent escape,0.72,0.1684,1.0
paper117,"Perturbation Dose Responses in Recursive LLM Loops: Raw Switching, Stochastic Floors, and Persistent Escape under Append, Replace, and Dialog Updates",Policy Conditioned,discovered,extracted_keyphrase,policy conditioned,0.69,0.0782,2.0
paper118,Bucketing the Good Apples: A Method for Diagnosing and Improving Causal Abstraction,Causal Abstraction,discovered,extracted_keyphrase,causal abstraction,0.72,0.5731,1.0
paper118,Bucketing the Good Apples: A Method for Diagnosing and Improving Causal Abstraction,Intermediate Variables,discovered,extracted_keyphrase,intermediate variables,0.69,0.133,2.0
paper118,Bucketing the Good Apples: A Method for Diagnosing and Improving Causal Abstraction,Ai Abstract,discovered,extracted_keyphrase,ai abstract,0.69,0.133,2.0
paper118,Bucketing the Good Apples: A Method for Diagnosing and Improving Causal Abstraction,Neural Networks,discovered,extracted_keyphrase,neural networks,0.69,0.1257,2.0
paper118,Bucketing the Good Apples: A Method for Diagnosing and Improving Causal Abstraction,Abstract Present,discovered,extracted_keyphrase,abstract present,0.69,0.1081,5.0
paper119,Sharpness-Aware Pretraining Mitigates Catastrophic Forgetting,Safety and Bias,controlled,controlled_abstract,bias,0.82,,
paper119,Sharpness-Aware Pretraining Mitigates Catastrophic Forgetting,Aware Pretraining,discovered,extracted_keyphrase,aware pretraining,0.76,0.2357,2.0
paper119,Sharpness-Aware Pretraining Mitigates Catastrophic Forgetting,Tuned Produce,discovered,extracted_keyphrase,tuned produce,0.69,0.2357,2.0
paper120,Flexi-LoRA with Input-Adaptive Ranks: Efficient Finetuning for Speech and Reasoning Tasks,Fine-Tuning,controlled,controlled_title,lora,0.95,,
paper120,Flexi-LoRA with Input-Adaptive Ranks: Efficient Finetuning for Speech and Reasoning Tasks,Reasoning,controlled,controlled_title,reasoning,0.95,,
paper120,Flexi-LoRA with Input-Adaptive Ranks: Efficient Finetuning for Speech and Reasoning Tasks,Large Language Models,controlled,controlled_abstract,large language models,0.82,,
paper120,Flexi-LoRA with Input-Adaptive Ranks: Efficient Finetuning for Speech and Reasoning Tasks,Question Answering,controlled,controlled_abstract,question answering,0.82,,
paper121,LLM-Augmented Semantic Steering of Text Embedding Projection Spaces,Large Language Models,controlled,controlled_title,llm,0.95,,
paper121,LLM-Augmented Semantic Steering of Text Embedding Projection Spaces,Embeddings,controlled,controlled_title,embedding,0.95,,
paper121,LLM-Augmented Semantic Steering of Text Embedding Projection Spaces,Safety and Bias,controlled,controlled_abstract,alignment,0.82,,
paper122,A Language for Describing Agentic LLM Contexts,Large Language Models,controlled,controlled_title,llm,0.95,,
paper122,A Language for Describing Agentic LLM Contexts,LLM Agents,controlled,controlled_abstract,llm agents,0.82,,
paper123,RefusalGuard: Geometry-Preserving Fine-Tuning for Safety in LLMs,Large Language Models,controlled,controlled_title,llms,0.95,,
paper123,RefusalGuard: Geometry-Preserving Fine-Tuning for Safety in LLMs,Fine-Tuning,controlled,controlled_title,fine tuning,0.95,,
paper123,RefusalGuard: Geometry-Preserving Fine-Tuning for Safety in LLMs,Safety and Bias,controlled,controlled_title,safety,0.95,,
paper124,Prescriptive Scaling Laws for Data Constrained Training,Scaling Laws,discovered,extracted_keyphrase,scaling laws,0.76,0.1157,4.0
paper124,Prescriptive Scaling Laws for Data Constrained Training,Scaling Law,discovered,extracted_keyphrase,scaling law,0.69,0.3846,2.0
paper124,Prescriptive Scaling Laws for Data Constrained Training,Enables Direct,discovered,extracted_keyphrase,enables direct,0.69,0.1282,2.0
paper124,Prescriptive Scaling Laws for Data Constrained Training,Scaling Laws Data,discovered,extracted_keyphrase,scaling laws data,0.69,0.1282,2.0
paper124,Prescriptive Scaling Laws for Data Constrained Training,Compute Optimal,discovered,extracted_keyphrase,compute optimal,0.69,0.1282,2.0
paper124,Prescriptive Scaling Laws for Data Constrained Training,High Quality Data,discovered,extracted_keyphrase,high quality data,0.69,0.1212,3.0
paper125,Led to Mislead: Adversarial Content Injection for Attacks on Neural Ranking Models,Manuscript Submitted,discovered,extracted_keyphrase,manuscript submitted,0.69,0.2317,2.0
paper125,Led to Mislead: Adversarial Content Injection for Attacks on Neural Ranking Models,Acm Manuscript,discovered,extracted_keyphrase,acm manuscript,0.69,0.2317,2.0
paper125,Led to Mislead: Adversarial Content Injection for Attacks on Neural Ranking Models,Acm Manuscript Submitted,discovered,extracted_keyphrase,acm manuscript submitted,0.69,0.2317,2.0
paper125,Led to Mislead: Adversarial Content Injection for Attacks on Neural Ranking Models,Acm Manuscript Submitted Acm,discovered,extracted_keyphrase,acm manuscript submitted acm,0.69,0.2317,2.0
paper125,Led to Mislead: Adversarial Content Injection for Attacks on Neural Ranking Models,Submitted Acm,discovered,extracted_keyphrase,submitted acm,0.69,0.2317,2.0
paper125,Led to Mislead: Adversarial Content Injection for Attacks on Neural Ranking Models,Manuscript Submitted Acm,discovered,extracted_keyphrase,manuscript submitted acm,0.69,0.2317,2.0
paper126,Feedback-Normalized Developer Memory for Reinforcement-Learning Coding Agents: A Safety-Gated MCP Architecture,Safety and Bias,controlled,controlled_title,safety,0.95,,
paper126,Feedback-Normalized Developer Memory for Reinforcement-Learning Coding Agents: A Safety-Gated MCP Architecture,Retrieval-Augmented Generation,controlled,controlled_abstract,rag,0.82,,
paper126,Feedback-Normalized Developer Memory for Reinforcement-Learning Coding Agents: A Safety-Gated MCP Architecture,Large Language Models,controlled,controlled_abstract,llm,0.82,,
paper126,Feedback-Normalized Developer Memory for Reinforcement-Learning Coding Agents: A Safety-Gated MCP Architecture,LLM Evaluation,controlled,controlled_abstract,benchmark,0.82,,
paper126,Feedback-Normalized Developer Memory for Reinforcement-Learning Coding Agents: A Safety-Gated MCP Architecture,Code Generation,controlled,controlled_abstract,coding agent,0.82,,
paper127,SciResearcher: Scaling Deep Research Agents for Frontier Scientific Reasoning,Reasoning,controlled,controlled_title,reasoning,0.95,,
paper127,SciResearcher: Scaling Deep Research Agents for Frontier Scientific Reasoning,Large Language Models,controlled,controlled_abstract,foundation model,0.82,,
paper127,SciResearcher: Scaling Deep Research Agents for Frontier Scientific Reasoning,Instruction Tuning,controlled,controlled_abstract,supervised fine tuning,0.82,,
paper127,SciResearcher: Scaling Deep Research Agents for Frontier Scientific Reasoning,Fine-Tuning,controlled,controlled_abstract,fine tuning,0.82,,
paper127,SciResearcher: Scaling Deep Research Agents for Frontier Scientific Reasoning,LLM Evaluation,controlled,controlled_abstract,benchmark,0.82,,
paper127,SciResearcher: Scaling Deep Research Agents for Frontier Scientific Reasoning,Knowledge Graphs,controlled,controlled_abstract,knowledge graph,0.82,,
paper128,WHO DECIDES WHAT IS HARMFUL? CONTENT,Large Language Models,controlled,controlled_abstract,llm,0.82,,
paper128,WHO DECIDES WHAT IS HARMFUL? CONTENT,Safety and Bias,controlled,controlled_abstract,alignment,0.82,,
paper129,The Pre-Training Study of Expanded-SPLADE Models on Web Document Titles,Information Retrieval,controlled,controlled_abstract,information retrieval,0.82,,
paper129,The Pre-Training Study of Expanded-SPLADE Models on Web Document Titles,Fine-Tuning,controlled,controlled_abstract,fine tuning,0.82,,
paper130,"Attention Sinks in Massively Multilingual Neural Machine Translation:Discovery, Analysis, and Mitigation",Machine Translation,controlled,controlled_title,machine translation,0.95,,
paper130,"Attention Sinks in Massively Multilingual Neural Machine Translation:Discovery, Analysis, and Mitigation",Multilingual NLP,controlled,controlled_title,multilingual,0.95,,
paper130,"Attention Sinks in Massively Multilingual Neural Machine Translation:Discovery, Analysis, and Mitigation",Large Language Models,controlled,controlled_abstract,large language models,0.82,,
paper130,"Attention Sinks in Massively Multilingual Neural Machine Translation:Discovery, Analysis, and Mitigation",Safety and Bias,controlled,controlled_abstract,bias,0.82,,
paper131,GR-Ben: A General Reasoning Benchmark for Evaluating Process Reward Models,LLM Evaluation,controlled,controlled_title,benchmark,0.95,,
paper131,GR-Ben: A General Reasoning Benchmark for Evaluating Process Reward Models,Reasoning,controlled,controlled_title,reasoning,0.95,,
paper131,GR-Ben: A General Reasoning Benchmark for Evaluating Process Reward Models,Large Language Models,controlled,controlled_abstract,llms,0.82,,
paper133,When Less is Enough: Efficient Inference via Collaborative Reasoning,Reasoning,controlled,controlled_title,reasoning,0.95,,
paper133,When Less is Enough: Efficient Inference via Collaborative Reasoning,Large Language Models,controlled,controlled_abstract,llm,0.82,,
paper134,LEAP: Layer-wise Exit-Aware Pretraining for Efficient Transformer Inference,Aware Pretraining,discovered,extracted_keyphrase,aware pretraining,0.76,0.2711,2.0
paper134,LEAP: Layer-wise Exit-Aware Pretraining for Efficient Transformer Inference,Layer Wise,discovered,extracted_keyphrase,layer wise,0.76,0.2447,4.0
paper134,LEAP: Layer-wise Exit-Aware Pretraining for Efficient Transformer Inference,Exit Aware Pretraining,discovered,extracted_keyphrase,exit aware pretraining,0.72,0.292,1.0
paper134,LEAP: Layer-wise Exit-Aware Pretraining for Efficient Transformer Inference,Exit Aware,discovered,extracted_keyphrase,exit aware,0.72,0.292,1.0
paper134,LEAP: Layer-wise Exit-Aware Pretraining for Efficient Transformer Inference,Early Exit,discovered,extracted_keyphrase,early exit,0.69,0.4066,2.0
paper134,LEAP: Layer-wise Exit-Aware Pretraining for Efficient Transformer Inference,Architectural Modifications,discovered,extracted_keyphrase,architectural modifications,0.69,0.1355,2.0
paper135,LLM Ghostbusters: Surgical Hallucination Suppression via Adaptive Unlearning,Large Language Models,controlled,controlled_title,llm,0.95,,
paper135,LLM Ghostbusters: Surgical Hallucination Suppression via Adaptive Unlearning,Hallucination Detection,controlled,controlled_title,hallucination,0.95,,
paper135,LLM Ghostbusters: Surgical Hallucination Suppression via Adaptive Unlearning,Code Generation,controlled,controlled_abstract,code generation,0.82,,
paper136,SRTJ: Self-Evolving Rule-Driven Training-Free LLM Jailbreaking,Large Language Models,controlled,controlled_title,llm,0.95,,
paper136,SRTJ: Self-Evolving Rule-Driven Training-Free LLM Jailbreaking,LLM Evaluation,controlled,controlled_abstract,benchmark,0.82,,
paper136,SRTJ: Self-Evolving Rule-Driven Training-Free LLM Jailbreaking,Safety and Bias,controlled,controlled_abstract,safety,0.82,,
paper137,SCARV: Structure-Constrained Aggregation for Stable Sample Ranking in Redundant NLP Datasets,Fine-Tuning,controlled,controlled_abstract,fine tuning,0.82,,
paper137,SCARV: Structure-Constrained Aggregation for Stable Sample Ranking in Redundant NLP Datasets,Multi Seed,discovered,extracted_keyphrase,multi seed,0.69,0.3045,2.0
paper137,SCARV: Structure-Constrained Aggregation for Stable Sample Ranking in Redundant NLP Datasets,Substantially Improves,discovered,extracted_keyphrase,substantially improves,0.69,0.1522,2.0
paper137,SCARV: Structure-Constrained Aggregation for Stable Sample Ranking in Redundant NLP Datasets,Global Local,discovered,extracted_keyphrase,global local,0.69,0.1439,2.0
paper137,SCARV: Structure-Constrained Aggregation for Stable Sample Ranking in Redundant NLP Datasets,Increasingly Used,discovered,extracted_keyphrase,increasingly used,0.69,0.1276,3.0
paper137,SCARV: Structure-Constrained Aggregation for Stable Sample Ranking in Redundant NLP Datasets,End End,discovered,extracted_keyphrase,end end,0.69,0.1276,5.0
paper138,OceanPile: A Large-Scale Multimodal Ocean Corpus for Foundation Models,Large Language Models,controlled,controlled_title,foundation models,0.95,,
paper138,OceanPile: A Large-Scale Multimodal Ocean Corpus for Foundation Models,LLM Evaluation,controlled,controlled_abstract,evaluation benchmark,0.82,,
paper138,OceanPile: A Large-Scale Multimodal Ocean Corpus for Foundation Models,Safety and Bias,controlled,controlled_abstract,alignment,0.82,,
paper138,OceanPile: A Large-Scale Multimodal Ocean Corpus for Foundation Models,Knowledge Graphs,controlled,controlled_abstract,knowledge graph,0.82,,
paper139,How Well Can We Decode Vowels from Auditory EEG -- A Rigorous Cross-Subject Benchmark with Honest Assessment,LLM Evaluation,controlled,controlled_title,benchmark,0.95,,
paper139,How Well Can We Decode Vowels from Auditory EEG -- A Rigorous Cross-Subject Benchmark with Honest Assessment,Safety and Bias,controlled,controlled_abstract,alignment,0.82,,
paper140,Graph Query Generation with Constraint-guided Large Language Agents,LLM Agents,controlled,controlled_title,language agents,0.95,,
paper140,Graph Query Generation with Constraint-guided Large Language Agents,Large Language Models,controlled,controlled_abstract,llm,0.82,,
paper140,Graph Query Generation with Constraint-guided Large Language Agents,Question Answering,controlled,controlled_abstract,question answering,0.82,,
paper140,Graph Query Generation with Constraint-guided Large Language Agents,Fine-Tuning,controlled,controlled_abstract,fine tuning,0.82,,
paper140,Graph Query Generation with Constraint-guided Large Language Agents,Knowledge Graphs,controlled,controlled_abstract,knowledge graph,0.82,,
paper140,Graph Query Generation with Constraint-guided Large Language Agents,Reasoning,controlled,controlled_abstract,reasoning,0.82,,
paper141,When LLMs Stop Following Steps: A Diagnostic Study of Procedural Execution in Language Models,Large Language Models,controlled,controlled_title,llms,0.95,,
paper141,When LLMs Stop Following Steps: A Diagnostic Study of Procedural Execution in Language Models,LLM Evaluation,controlled,controlled_abstract,benchmark,0.82,,
paper141,When LLMs Stop Following Steps: A Diagnostic Study of Procedural Execution in Language Models,Reasoning,controlled,controlled_abstract,reasoning,0.82,,
paper142,"Directed Social Regard: Surfacing Targeted Advocacy, Opposition, Aid, Harms, and Victimization in Online Media",Sentiment Analysis,controlled,controlled_abstract,sentiment analysis,0.82,,
paper142,"Directed Social Regard: Surfacing Targeted Advocacy, Opposition, Aid, Harms, and Victimization in Online Media",Social Regard,discovered,extracted_keyphrase,social regard,0.72,0.3573,1.0
paper142,"Directed Social Regard: Surfacing Targeted Advocacy, Opposition, Aid, Harms, and Victimization in Online Media",Social Science,discovered,extracted_keyphrase,social science,0.69,0.449,2.0
paper142,"Directed Social Regard: Surfacing Targeted Advocacy, Opposition, Aid, Harms, and Victimization in Online Media",Span Level,discovered,extracted_keyphrase,span level,0.69,0.3134,3.0
paper142,"Directed Social Regard: Surfacing Targeted Advocacy, Opposition, Aid, Harms, and Victimization in Online Media",Positive Negative,discovered,extracted_keyphrase,positive negative,0.69,0.1658,2.0
paper142,"Directed Social Regard: Surfacing Targeted Advocacy, Opposition, Aid, Harms, and Victimization in Online Media",Anti Social,discovered,extracted_keyphrase,anti social,0.69,0.1658,2.0
paper143,Characterizing the Expressivity of Local Attention in Transformers,Local Attention,discovered,extracted_keyphrase,local attention,0.72,0.5886,1.0
paper143,Characterizing the Expressivity of Local Attention in Transformers,Global Local,discovered,extracted_keyphrase,global local,0.69,0.3442,2.0
paper143,Characterizing the Expressivity of Local Attention in Transformers,Attention Mechanism,discovered,extracted_keyphrase,attention mechanism,0.69,0.158,3.0
paper144,FinSafetyBench: Evaluating LLM Safety in Real-World Financial Scenarios,Large Language Models,controlled,controlled_title,llm,0.95,,
paper144,FinSafetyBench: Evaluating LLM Safety in Real-World Financial Scenarios,Safety and Bias,controlled,controlled_title,safety,0.95,,
paper144,FinSafetyBench: Evaluating LLM Safety in Real-World Financial Scenarios,LLM Evaluation,controlled,controlled_abstract,benchmark,0.82,,
paper145,Learning How and What to Memorize: Cognition-Inspired Two-Stage Optimization for Evolving Memory,Large Language Models,controlled,controlled_abstract,llm,0.82,,
paper145,Learning How and What to Memorize: Cognition-Inspired Two-Stage Optimization for Evolving Memory,LLM Agents,controlled,controlled_abstract,llm agents,0.82,,
paper146,ML-Bench&Guard: Policy-Grounded Multilingual Safety Benchmark and Guardrail for Large Language Models,Large Language Models,controlled,controlled_title,large language models,0.95,,
paper146,ML-Bench&Guard: Policy-Grounded Multilingual Safety Benchmark and Guardrail for Large Language Models,LLM Evaluation,controlled,controlled_title,benchmark,0.95,,
paper146,ML-Bench&Guard: Policy-Grounded Multilingual Safety Benchmark and Guardrail for Large Language Models,Safety and Bias,controlled,controlled_title,safety,0.95,,
paper146,ML-Bench&Guard: Policy-Grounded Multilingual Safety Benchmark and Guardrail for Large Language Models,Multilingual NLP,controlled,controlled_title,multilingual,0.95,,
paper146,ML-Bench&Guard: Policy-Grounded Multilingual Safety Benchmark and Guardrail for Large Language Models,Machine Translation,controlled,controlled_abstract,machine translation,0.82,,
paper147,Beyond Benchmarks: MathArena as an Evaluation Platform for Mathematics with LLMs,Large Language Models,controlled,controlled_title,llms,0.95,,
paper147,Beyond Benchmarks: MathArena as an Evaluation Platform for Mathematics with LLMs,LLM Evaluation,controlled,controlled_abstract,benchmark,0.82,,
paper147,Beyond Benchmarks: MathArena as an Evaluation Platform for Mathematics with LLMs,Reasoning,controlled,controlled_abstract,reasoning,0.82,,
paper148,H-RAG at SemEval-2026 Task 8: Hierarchical Parent-Child Retrieval for Multi-Turn RAG Conversations,Retrieval-Augmented Generation,controlled,controlled_title,rag,0.95,,
paper148,H-RAG at SemEval-2026 Task 8: Hierarchical Parent-Child Retrieval for Multi-Turn RAG Conversations,Large Language Models,controlled,controlled_abstract,llm,0.82,,
paper148,H-RAG at SemEval-2026 Task 8: Hierarchical Parent-Child Retrieval for Multi-Turn RAG Conversations,Embeddings,controlled,controlled_abstract,embedding,0.82,,
paper149,SC-Taxo: Hierarchical Taxonomy Generation under Semantic Consistency Constraints using Large Language Models,Large Language Models,controlled,controlled_title,large language models,0.95,,
paper149,SC-Taxo: Hierarchical Taxonomy Generation under Semantic Consistency Constraints using Large Language Models,LLM Evaluation,controlled,controlled_abstract,benchmark,0.82,,
paper149,SC-Taxo: Hierarchical Taxonomy Generation under Semantic Consistency Constraints using Large Language Models,Safety and Bias,controlled,controlled_abstract,alignment,0.82,,
paper149,SC-Taxo: Hierarchical Taxonomy Generation under Semantic Consistency Constraints using Large Language Models,Multilingual NLP,controlled,controlled_abstract,cross lingual,0.82,,
paper150,Is Textual Similarity Invariant under Machine Translation? Evidence Based on the Political Manifesto Corpus,Machine Translation,controlled,controlled_title,machine translation,0.95,,
paper150,Is Textual Similarity Invariant under Machine Translation? Evidence Based on the Political Manifesto Corpus,Information Retrieval,controlled,controlled_abstract,information retrieval,0.82,,
paper150,Is Textual Similarity Invariant under Machine Translation? Evidence Based on the Political Manifesto Corpus,Multilingual NLP,controlled,controlled_abstract,cross lingual,0.82,,
paper150,Is Textual Similarity Invariant under Machine Translation? Evidence Based on the Political Manifesto Corpus,Embeddings,controlled,controlled_abstract,embedding,0.82,,
paper151,Beyond Decodability: Reconstructing Language Model Representations with an Encoding Probe,Encoding Probe,discovered,extracted_keyphrase,encoding probe,0.72,0.7159,1.0
paper151,Beyond Decodability: Reconstructing Language Model Representations with an Encoding Probe,Text Speech,discovered,extracted_keyphrase,text speech,0.69,0.1661,2.0
paper151,Beyond Decodability: Reconstructing Language Model Representations with an Encoding Probe,Internal Repre,discovered,extracted_keyphrase,internal repre,0.69,0.1661,2.0
paper151,Beyond Decodability: Reconstructing Language Model Representations with an Encoding Probe,Internal Repre Sentations,discovered,extracted_keyphrase,internal repre sentations,0.69,0.1661,2.0
